IdEmpleado,NivelSatisfaccion,SatisfaccionLaboral_Disc,UltimaEvaluacion,UltimaEvaluacion_Disc,ProyectosRealizados,ProyectosRealizados_Disc,HorasMensuales,HorasMensuales_Disc,Antiguedad,Antiguedad_Disc,AccidentesTrabajo,AccidentesTrabajo_Disc,Ascendido,Ascendido_Disc,AreaTrabajo,NivelSalarial,Renuncia,Renuncia_Disc
1128,0.1,Insatisfecho,0.85,Excelente,7,[6-7],261,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1131,0.37,Insatisfecho,0.47,Media,2,[2-3],149,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1133,0.77,Satisfecho,0.87,Excelente,4,[4-5],150,[90-149],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1136,0.11,Insatisfecho,0.87,Excelente,6,[6-7],291,[250-320],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1138,0.87,Satisfecho,0.88,Excelente,5,[4-5],262,[250-320],6,[5-7],0,NO,0,NO,Ventas,Bajo,1,SI
1141,0.82,Satisfecho,0.83,Excelente,4,[4-5],245,[200-249],5,[5-7],1,SI,0,NO,Ventas,Bajo,1,SI
1142,0.46,Insatisfecho,0.48,Media,2,[2-3],129,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1143,0.88,Satisfecho,1,Excelente,5,[4-5],226,[200-249],6,[5-7],0,NO,0,NO,Marketing,Bajo,1,SI
1145,0.43,Insatisfecho,0.45,Media,2,[2-3],140,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1147,0.8,Satisfecho,0.95,Excelente,5,[4-5],217,[200-249],5,[5-7],0,NO,0,NO,Logistica,Bajo,1,SI
1148,0.83,Satisfecho,0.95,Excelente,5,[4-5],258,[250-320],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1149,0.39,Insatisfecho,0.57,Media,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Gerencia,Bajo,1,SI
1150,0.77,Satisfecho,0.92,Excelente,5,[4-5],255,[250-320],5,[5-7],0,NO,0,NO,Marketing,Bajo,1,SI
1151,0.43,Insatisfecho,0.46,Media,2,[2-3],129,[90-149],3,[2-4],0,NO,0,NO,Marketing,Bajo,1,SI
1152,0.79,Satisfecho,0.96,Excelente,4,[4-5],234,[200-249],5,[5-7],0,NO,0,NO,Marketing,Bajo,1,SI
1154,0.1,Insatisfecho,0.88,Excelente,7,[6-7],300,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1156,0.11,Insatisfecho,0.89,Excelente,6,[6-7],301,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1157,0.4,Insatisfecho,0.51,Media,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1158,0.42,Insatisfecho,0.52,Media,2,[2-3],141,[90-149],3,[2-4],1,SI,0,NO,Ventas,Medio,1,SI
1159,0.57,Apenas Satisfecho,0.85,Excelente,4,[4-5],219,[200-249],2,[2-4],1,SI,0,NO,Ventas,Medio,1,SI
1160,0.11,Insatisfecho,0.95,Excelente,7,[6-7],269,[250-320],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1161,0.36,Insatisfecho,0.73,Buena,4,[4-5],276,[250-320],2,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1162,0.11,Insatisfecho,0.94,Excelente,7,[6-7],302,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1163,0.35,Insatisfecho,0.8,Buena,6,[6-7],281,[250-320],2,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1164,0.78,Satisfecho,0.99,Excelente,5,[4-5],241,[200-249],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1166,0.1,Insatisfecho,0.96,Excelente,6,[6-7],303,[250-320],4,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1167,0.42,Insatisfecho,0.54,Media,2,[2-3],135,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1168,0.43,Insatisfecho,0.5,Media,2,[2-3],127,[90-149],3,[2-4],1,SI,0,NO,Ventas,Medio,1,SI
1170,0.45,Insatisfecho,0.45,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1171,0.09,Insatisfecho,0.91,Excelente,6,[6-7],248,[200-249],4,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1172,0.11,Insatisfecho,0.91,Excelente,6,[6-7],302,[250-320],4,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1173,0.45,Insatisfecho,0.49,Media,2,[2-3],144,[90-149],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1174,0.11,Insatisfecho,0.91,Excelente,6,[6-7],272,[250-320],4,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1175,0.09,Insatisfecho,0.8,Buena,6,[6-7],294,[250-320],4,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1176,0.78,Satisfecho,0.71,Buena,4,[4-5],296,[250-320],3,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1177,0.38,Insatisfecho,0.5,Media,2,[2-3],151,[150-199],3,[2-4],1,SI,0,NO,RRHH,Bajo,1,SI
1178,0.82,Satisfecho,0.82,Excelente,4,[4-5],249,[200-249],5,[5-7],0,NO,0,NO,RRHH,Bajo,1,SI
1180,0.45,Insatisfecho,0.46,Media,2,[2-3],146,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1181,0.77,Satisfecho,0.89,Excelente,5,[4-5],243,[200-249],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1182,0.39,Insatisfecho,0.5,Media,2,[2-3],127,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1185,0.46,Insatisfecho,0.45,Media,2,[2-3],143,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1186,0.43,Insatisfecho,0.49,Media,2,[2-3],135,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1187,0.11,Insatisfecho,0.96,Excelente,6,[6-7],262,[250-320],4,[2-4],1,SI,0,NO,Soporte Tecnico,Bajo,1,SI
1188,0.1,Insatisfecho,0.93,Excelente,6,[6-7],299,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1191,0.11,Insatisfecho,0.89,Excelente,6,[6-7],264,[250-320],4,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1194,0.73,Satisfecho,0.97,Excelente,5,[4-5],217,[200-249],6,[5-7],0,NO,0,NO,Logistica,Medio,1,SI
1196,0.8,Satisfecho,0.85,Excelente,4,[4-5],264,[250-320],5,[5-7],0,NO,0,NO,Logistica,Medio,1,SI
1197,0.37,Insatisfecho,0.55,Media,2,[2-3],159,[150-199],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1199,0.09,Insatisfecho,0.8,Buena,6,[6-7],298,[250-320],4,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1200,0.75,Satisfecho,0.74,Buena,6,[6-7],134,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1202,0.1,Insatisfecho,0.77,Buena,5,[4-5],252,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,1,SI
1203,0.44,Insatisfecho,0.55,Media,2,[2-3],136,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,1,SI
1204,0.42,Insatisfecho,0.97,Excelente,6,[6-7],259,[250-320],4,[2-4],0,NO,0,NO,Gerencia,Alto,1,SI
1205,0.43,Insatisfecho,0.56,Media,2,[2-3],158,[150-199],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1208,0.81,Satisfecho,0.98,Excelente,5,[4-5],237,[200-249],5,[5-7],0,NO,0,NO,Tecnologia,Medio,1,SI
1209,0.1,Insatisfecho,0.79,Buena,7,[6-7],284,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1210,0.1,Insatisfecho,0.93,Excelente,6,[6-7],243,[200-249],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1211,0.11,Insatisfecho,0.83,Excelente,6,[6-7],268,[250-320],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1213,0.75,Satisfecho,0.83,Excelente,5,[4-5],262,[250-320],5,[5-7],0,NO,0,NO,Produccion,Bajo,1,SI
1214,0.38,Insatisfecho,0.55,Media,2,[2-3],134,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1215,0.09,Insatisfecho,0.87,Excelente,7,[6-7],278,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1216,0.74,Satisfecho,0.97,Excelente,5,[4-5],238,[200-249],5,[5-7],0,NO,0,NO,Tecnologia,Bajo,1,SI
1217,0.44,Insatisfecho,0.56,Media,2,[2-3],127,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1220,0.75,Satisfecho,1,Excelente,4,[4-5],243,[200-249],5,[5-7],0,NO,0,NO,Servicios,Bajo,1,SI
1221,0.36,Insatisfecho,0.52,Media,2,[2-3],137,[90-149],3,[2-4],0,NO,0,NO,Marketing,Bajo,1,SI
1223,0.4,Insatisfecho,0.46,Media,2,[2-3],134,[90-149],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1224,0.75,Satisfecho,0.89,Excelente,4,[4-5],228,[200-249],5,[5-7],0,NO,0,NO,Logistica,Bajo,1,SI
1225,0.09,Insatisfecho,0.84,Excelente,6,[6-7],301,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1226,0.39,Insatisfecho,0.46,Media,2,[2-3],127,[90-149],3,[2-4],0,NO,0,NO,Gerencia,Bajo,1,SI
1227,0.4,Insatisfecho,0.48,Media,2,[2-3],142,[90-149],3,[2-4],0,NO,0,NO,Marketing,Bajo,1,SI
1229,0.1,Insatisfecho,0.85,Excelente,7,[6-7],310,[250-320],5,[5-7],0,NO,0,NO,Marketing,Bajo,1,SI
1230,0.42,Insatisfecho,0.55,Media,2,[2-3],148,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1231,0.37,Insatisfecho,0.52,Media,2,[2-3],143,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1233,0.09,Insatisfecho,0.88,Excelente,7,[6-7],265,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1234,0.41,Insatisfecho,0.54,Media,2,[2-3],152,[150-199],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1235,0.42,Insatisfecho,0.49,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1236,0.4,Insatisfecho,0.49,Media,2,[2-3],140,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1237,0.36,Insatisfecho,0.47,Media,2,[2-3],129,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1238,0.74,Satisfecho,0.9,Excelente,4,[4-5],226,[200-249],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1239,0.66,Apenas Satisfecho,1,Excelente,5,[4-5],269,[250-320],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1242,0.43,Insatisfecho,0.53,Media,2,[2-3],148,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1243,0.1,Insatisfecho,0.85,Excelente,6,[6-7],297,[250-320],5,[5-7],0,NO,0,NO,Ventas,Alto,1,SI
1244,0.82,Satisfecho,0.85,Excelente,4,[4-5],274,[250-320],5,[5-7],0,NO,0,NO,Ventas,Bajo,1,SI
1247,0.43,Insatisfecho,0.49,Media,2,[2-3],155,[150-199],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1248,0.09,Insatisfecho,0.94,Excelente,7,[6-7],247,[200-249],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1251,0.88,Satisfecho,0.92,Excelente,4,[4-5],225,[200-249],5,[5-7],0,NO,0,NO,Contabilidad,Bajo,1,SI
1253,0.42,Insatisfecho,0.5,Media,2,[2-3],155,[150-199],3,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1254,0.85,Satisfecho,1,Excelente,4,[4-5],234,[200-249],5,[5-7],0,NO,0,NO,RRHH,Bajo,1,SI
1256,0.39,Insatisfecho,0.47,Media,2,[2-3],142,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1257,0.41,Insatisfecho,0.48,Media,2,[2-3],126,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1258,0.88,Satisfecho,0.92,Excelente,4,[4-5],233,[200-249],6,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1260,0.45,Insatisfecho,0.48,Media,2,[2-3],138,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1261,0.09,Insatisfecho,0.95,Excelente,6,[6-7],260,[250-320],4,[2-4],1,SI,0,NO,Soporte Tecnico,Bajo,1,SI
1262,0.44,Insatisfecho,0.56,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1263,0.11,Insatisfecho,0.84,Excelente,6,[6-7],252,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1264,0.36,Insatisfecho,0.51,Media,2,[2-3],143,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1267,0.45,Insatisfecho,0.53,Media,2,[2-3],149,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1269,0.36,Insatisfecho,0.55,Media,2,[2-3],134,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1273,0.45,Insatisfecho,0.46,Media,2,[2-3],142,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1277,0.44,Insatisfecho,0.54,Media,2,[2-3],139,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1278,0.78,Satisfecho,1,Excelente,4,[4-5],267,[250-320],5,[5-7],0,NO,0,NO,Soporte Tecnico,Medio,1,SI
1280,0.85,Satisfecho,0.84,Excelente,5,[4-5],272,[250-320],6,[5-7],0,NO,0,NO,Soporte Tecnico,Medio,1,SI
1281,0.36,Insatisfecho,0.48,Media,2,[2-3],148,[90-149],3,[2-4],1,SI,0,NO,Gerencia,Medio,1,SI
1284,0.4,Insatisfecho,0.55,Media,2,[2-3],150,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1286,0.41,Insatisfecho,0.52,Media,2,[2-3],127,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1289,0.87,Satisfecho,0.81,Excelente,5,[4-5],304,[250-320],5,[5-7],0,NO,0,NO,Produccion,Bajo,1,SI
1290,0.43,Insatisfecho,0.56,Media,6,[6-7],149,[90-149],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1291,0.39,Insatisfecho,0.51,Media,2,[2-3],139,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1292,0.1,Insatisfecho,0.9,Excelente,6,[6-7],272,[250-320],5,[5-7],0,NO,0,NO,Servicios,Bajo,1,SI
1293,0.41,Insatisfecho,0.52,Media,2,[2-3],132,[90-149],3,[2-4],0,NO,0,NO,Servicios,Bajo,1,SI
1294,0.72,Satisfecho,1,Excelente,2,[2-3],240,[200-249],2,[2-4],0,NO,0,NO,Servicios,Bajo,1,SI
1295,0.44,Insatisfecho,0.55,Media,2,[2-3],137,[90-149],3,[2-4],0,NO,0,NO,Servicios,Bajo,1,SI
1296,0.38,Insatisfecho,0.5,Media,2,[2-3],139,[90-149],3,[2-4],0,NO,0,NO,Servicios,Bajo,1,SI
1302,0.46,Insatisfecho,0.48,Media,2,[2-3],161,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1303,0.09,Insatisfecho,0.78,Buena,7,[6-7],290,[250-320],4,[2-4],0,NO,0,NO,Gerencia,Bajo,1,SI
1308,0.44,Insatisfecho,0.5,Media,2,[2-3],135,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1309,0.09,Insatisfecho,0.94,Excelente,6,[6-7],266,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1310,0.56,Apenas Satisfecho,0.75,Buena,5,[4-5],236,[200-249],2,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1311,0.77,Satisfecho,0.89,Excelente,4,[4-5],270,[250-320],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1313,0.1,Insatisfecho,0.92,Excelente,5,[4-5],272,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1314,0.72,Satisfecho,0.85,Excelente,5,[4-5],246,[200-249],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1315,0.4,Insatisfecho,0.52,Media,2,[2-3],136,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1317,0.88,Satisfecho,1,Excelente,5,[4-5],247,[200-249],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1319,0.11,Insatisfecho,0.96,Excelente,6,[6-7],267,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1320,0.4,Insatisfecho,0.52,Media,2,[2-3],143,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1325,0.76,Satisfecho,0.82,Excelente,4,[4-5],254,[250-320],5,[5-7],1,SI,0,NO,Ventas,Medio,1,SI
1326,0.42,Insatisfecho,0.53,Media,2,[2-3],131,[90-149],3,[2-4],0,NO,0,NO,Contabilidad,Medio,1,SI
1327,0.1,Insatisfecho,0.77,Buena,6,[6-7],272,[250-320],4,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1328,0.42,Insatisfecho,0.47,Media,2,[2-3],157,[150-199],3,[2-4],0,NO,0,NO,Contabilidad,Bajo,1,SI
1329,0.1,Insatisfecho,0.96,Excelente,7,[6-7],301,[250-320],4,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1330,0.1,Insatisfecho,0.81,Excelente,6,[6-7],252,[250-320],4,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1333,0.1,Insatisfecho,0.8,Buena,6,[6-7],248,[200-249],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1335,0.44,Insatisfecho,0.53,Media,2,[2-3],147,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1340,0.89,Satisfecho,0.96,Excelente,5,[4-5],221,[200-249],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1341,0.1,Insatisfecho,0.96,Excelente,6,[6-7],275,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1342,0.9,Satisfecho,0.94,Excelente,5,[4-5],247,[200-249],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1343,0.36,Insatisfecho,0.55,Media,2,[2-3],131,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1344,0.44,Insatisfecho,0.54,Media,2,[2-3],150,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1345,0.39,Insatisfecho,0.57,Media,2,[2-3],150,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1346,0.38,Insatisfecho,1,Excelente,5,[4-5],137,[90-149],4,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1347,0.73,Satisfecho,0.95,Excelente,4,[4-5],223,[200-249],6,[5-7],0,NO,0,NO,Logistica,Bajo,1,SI
1348,0.1,Insatisfecho,0.96,Excelente,6,[6-7],292,[250-320],4,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1351,0.84,Satisfecho,0.89,Excelente,4,[4-5],245,[200-249],5,[5-7],1,SI,0,NO,Logistica,Medio,1,SI
1353,0.74,Satisfecho,1,Excelente,5,[4-5],248,[200-249],5,[5-7],0,NO,0,NO,Logistica,Medio,1,SI
1354,0.79,Satisfecho,0.97,Excelente,4,[4-5],243,[200-249],5,[5-7],0,NO,0,NO,Logistica,Medio,1,SI
1358,0.45,Insatisfecho,0.5,Media,2,[2-3],157,[150-199],3,[2-4],0,NO,0,NO,Gerencia,Medio,1,SI
1359,0.29,Insatisfecho,0.48,Media,2,[2-3],249,[200-249],4,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1360,0.46,Insatisfecho,0.46,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Alto,1,SI
1365,0.41,Insatisfecho,0.52,Media,2,[2-3],147,[90-149],3,[2-4],0,NO,0,NO,Produccion,Medio,1,SI
1366,0.1,Insatisfecho,0.83,Excelente,6,[6-7],293,[250-320],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1367,0.39,Insatisfecho,0.52,Media,2,[2-3],129,[90-149],3,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1370,0.11,Insatisfecho,0.89,Excelente,6,[6-7],284,[250-320],4,[2-4],0,NO,0,NO,Servicios,Bajo,1,SI
1371,0.74,Satisfecho,0.99,Excelente,5,[4-5],263,[250-320],5,[5-7],0,NO,0,NO,Servicios,Bajo,1,SI
1373,0.88,Satisfecho,0.88,Excelente,4,[4-5],265,[250-320],5,[5-7],0,NO,0,NO,Servicios,Bajo,1,SI
1375,0.78,Satisfecho,0.81,Excelente,4,[4-5],253,[250-320],5,[5-7],0,NO,0,NO,Marketing,Bajo,1,SI
1376,0.46,Insatisfecho,0.5,Media,2,[2-3],141,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1377,0.74,Satisfecho,1,Excelente,5,[4-5],222,[200-249],6,[5-7],0,NO,0,NO,Contabilidad,Bajo,1,SI
1379,0.8,Satisfecho,0.87,Excelente,5,[4-5],240,[200-249],6,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1383,0.1,Insatisfecho,0.88,Excelente,6,[6-7],263,[250-320],4,[2-4],0,NO,0,NO,Marketing,Bajo,1,SI
1384,0.43,Insatisfecho,0.46,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1385,0.11,Insatisfecho,0.91,Excelente,6,[6-7],279,[250-320],4,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1386,0.4,Insatisfecho,0.46,Media,2,[2-3],146,[90-149],3,[2-4],0,NO,0,NO,Ventas,Bajo,1,SI
1387,0.09,Insatisfecho,0.93,Excelente,7,[6-7],270,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1388,0.4,Insatisfecho,0.5,Media,2,[2-3],135,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1389,0.14,Insatisfecho,0.7,Buena,5,[4-5],236,[200-249],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1395,0.41,Insatisfecho,0.52,Media,2,[2-3],142,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1396,0.45,Insatisfecho,0.51,Media,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1397,0.2,Insatisfecho,0.7,Buena,6,[6-7],281,[250-320],5,[5-7],0,NO,0,NO,Ventas,Medio,1,SI
1398,0.43,Insatisfecho,0.53,Media,2,[2-3],146,[90-149],3,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1399,0.39,Insatisfecho,0.55,Media,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Ventas,Alto,1,SI
1402,0.11,Insatisfecho,0.87,Excelente,6,[6-7],272,[250-320],4,[2-4],0,NO,0,NO,Ventas,Medio,1,SI
1403,0.84,Satisfecho,0.86,Excelente,5,[4-5],240,[200-249],5,[5-7],0,NO,0,NO,Contabilidad,Medio,1,SI
1405,0.79,Satisfecho,0.93,Excelente,5,[4-5],269,[250-320],5,[5-7],0,NO,0,NO,Contabilidad,Bajo,1,SI
1406,0.39,Insatisfecho,0.57,Media,2,[2-3],130,[90-149],3,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1407,0.15,Insatisfecho,0.62,Buena,4,[4-5],257,[250-320],3,[2-4],0,NO,0,NO,RRHH,Bajo,1,SI
1411,0.9,Satisfecho,0.98,Excelente,5,[4-5],271,[250-320],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1414,0.83,Satisfecho,0.98,Excelente,4,[4-5],254,[250-320],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1417,0.11,Insatisfecho,0.85,Excelente,6,[6-7],295,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1418,0.11,Insatisfecho,0.96,Excelente,6,[6-7],301,[250-320],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1419,0.1,Insatisfecho,0.95,Excelente,7,[6-7],296,[250-320],4,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1420,0.75,Satisfecho,0.87,Excelente,5,[4-5],246,[200-249],5,[5-7],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
1421,0.44,Insatisfecho,0.57,Media,2,[2-3],145,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1423,0.1,Insatisfecho,0.82,Excelente,6,[6-7],269,[250-320],4,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1424,0.39,Insatisfecho,0.49,Media,2,[2-3],146,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1425,0.45,Insatisfecho,0.48,Media,2,[2-3],149,[90-149],3,[2-4],0,NO,0,NO,Logistica,Bajo,1,SI
1426,0.1,Insatisfecho,0.94,Excelente,7,[6-7],287,[250-320],4,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1427,0.36,Insatisfecho,0.55,Media,2,[2-3],138,[90-149],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1431,0.43,Insatisfecho,0.52,Media,2,[2-3],156,[150-199],3,[2-4],0,NO,0,NO,Logistica,Medio,1,SI
1432,0.36,Insatisfecho,0.5,Media,2,[2-3],147,[90-149],3,[2-4],0,NO,0,NO,Soporte Tecnico,Medio,1,SI
1435,0.37,Insatisfecho,0.52,Media,2,[2-3],140,[90-149],3,[2-4],0,NO,0,NO,Gerencia,Medio,1,SI
1437,0.43,Insatisfecho,0.57,Media,2,[2-3],142,[90-149],3,[2-4],0,NO,0,NO,Tecnologia,Medio,1,SI
1438,0.4,Insatisfecho,0.53,Media,2,[2-3],155,[150-199],3,[2-4],0,NO,0,NO,Tecnologia,Alto,1,SI
1439,0.1,Insatisfecho,0.89,Excelente,7,[6-7],285,[250-320],4,[2-4],0,NO,0,NO,Tecnologia,Bajo,1,SI
1440,0.76,Satisfecho,0.99,Excelente,4,[4-5],253,[250-320],5,[5-7],1,SI,0,NO,Tecnologia,Medio,1,SI
1444,0.11,Insatisfecho,0.88,Excelente,7,[6-7],305,[250-320],4,[2-4],0,NO,0,NO,Produccion,Bajo,1,SI
1453,0.72,Satisfecho,0.86,Excelente,5,[4-5],251,[250-320],5,[5-7],0,NO,0,NO,Ventas,Bajo,1,SI
1454,0.63,Apenas Satisfecho,0.83,Excelente,6,[6-7],242,[200-249],5,[5-7],0,NO,0,NO,Contabilidad,Bajo,1,SI
1456,0.45,Insatisfecho,0.55,Media,2,[2-3],155,[150-199],3,[2-4],0,NO,0,NO,Soporte Tecnico,Bajo,1,SI
